job_position,job_link,company_name,job_location,job_title,about,broad_field,skills_filled,experience_filled,cluster
Data Analyst,https://in.linkedin.com/jobs/view/data-analyst-at-axion-4190074640?position=3&pageNum=2&refId=vCdU%2FJA%2Bgrw4fO8AWYMTig%3D%3D&trackingId=PvGmWJH%2B1GDaA8hVarnMpw%3D%3D,Axion,"Bengaluru, Karnataka, India",Data Analyst,"About UsFounded in 2021, Axion Ray is at the forefront of transforming product quality and customer satisfaction in manufacturing. Our cutting-edge AI-powered platform empowers manufacturers to swiftly identify, thoroughly investigate, and effectively resolve quality issues while simultaneously elevating customer experiences and outcomes.As trailblazers in end-to-end quality intelligence, we're setting new industry standards. Our innovative approach enables industrial, aerospace, consumer, and medtech manufacturers to harness the power of quality and post-market data, driving down costs and boosting business performance.Our vision extends beyond mere problem-solving; we're committed to reshaping the future of manufacturing. By seamlessly integrating advanced AI technology with deep industry expertise, Axion Ray is paving the way for smarter, safer, and more efficient production processes across diverse sectors.We are seeking a detail-oriented, analytical, and curious Data Analyst to join our team. You will be responsible for collecting, processing, and analyzing large datasets to generate actionable insights that help drive strategic business decisions. In addition to traditional analytics tasks, you will also support text and document annotation initiatives, helping generate high-quality labeled data that powers our NLP and LLM-based AI solutions.The ideal candidate has strong analytical skills, is comfortable with complex data models, and can translate data into compelling narratives.What You'll DoAnalyze large, complex datasets to uncover trends and actionable insights using Excel, Google Sheets, and Python.Collaborate with Project Owners and Senior Analysts to interpret client data and propose data-driven strategies.Clean, validate, and pre-process client datasets for analysis and modeling.Translate analysis into compelling business narratives and strategic recommendations.Build lightweight scripts and workflows to automate data handling and save time.Continuously improve internal workflows and enhance analytical processes.Collaborate on tool configurations, and enhancements to boost efficiency.Who You AreBachelor's degree in engineering, science, mathematics, or a related field.6 months - 2 years of relevant experience working with Analytics/ Manufacturing/ Aerospace/ Automotive/ Medical-Device company and product company or startups.Freshers with a passion for data, analytics, and numerical storytelling are encouraged to apply.Techstacks/ Tools:Must Have: Excel (G-Sheet) & Python(Pandas)Optional/good to have experience : SQL, ML, LLM and related fields.Excellent written and verbal communication skills.Experience with data/text annotation for AI/ML models (particularly NLP/LLM-related) is a strong plus.Location - Hybrid ( Bengaluru )Axion Ray is an Equal Opportunity / Affirmative Action employer committed to diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, age, national origin, disability, protected veteran status, gender identity, or any other factor protected by applicable federal, state, or local laws.Axion Ray does not accept unsolicited resumes from 3rd party recruitment agencies and is not responsible for fees from recruiters or other agencies except under specific written agreement with Axion Ray",Data_Analyst,"['excel', 'ai', 'sql', 'pandas', 'product quality', 'strong analytical skills', 'analysis', 'recruitment', 'engineering', 'mathematics', 'communication', 'analytical skills', 'analytics', 'analytical', 'datasets', 'workflows', 'investigate', 'python']","['Data Analyst', 'Axion Ray Equal Opportunity / Affirmative Action', 'Analytics/ Manufacturing/ Aerospace/ Automotive/ Medical-Device', 'Python.Collaborate Project Owners Senior', 'Google Sheets', 'months - 2 years', 'Axion Ray', 'Analytics/ Manufacturing/']",7
Data Analyst(VBA and Advanced Excel),https://in.linkedin.com/jobs/view/data-analyst-vba-and-advanced-excel-at-cognizant-4256530360?position=4&pageNum=2&refId=vCdU%2FJA%2Bgrw4fO8AWYMTig%3D%3D&trackingId=6%2Fap01zkB0Je4cvGCnF8FQ%3D%3D,Cognizant,"Bangalore Urban, Karnataka, India",Data Analyst(VBA and Advanced Excel),Job SummaryThe Solution to cost team is part of the Strategic Engagements Team and is fast growing. This role is based in Bangalore India with a focus on tactical data analysis of highly segmented incomplete IT pricing and solution data.ResponsibilitiesData analysis of solution cost price data for IT services SW HWGather data from various sources internal and external to CognizantCreate an executive level reporting package of findings and trendsMake recommendations based on data analysisCollaborate with opportunity pursuit teamsImprove the solution to cost capabilities tools processes,Data_Analyst,"['analysis', 'reporting', 'data analysis']","['Bangalore India', 'SW HWGather', 'Strategic Engagements Team', 'Job SummaryThe Solution', 'the Strategic Engagements Team']",7
"Data Analyst, Client Data, Tech & Ops",https://in.linkedin.com/jobs/view/data-analyst-client-data-tech-ops-at-blackrock-4283963505?position=5&pageNum=2&refId=vCdU%2FJA%2Bgrw4fO8AWYMTig%3D%3D&trackingId=0HWV%2BvSEhSif8JfOL%2FNePg%3D%3D,BlackRock,"Gurgaon, Haryana, India","Data Analyst, Client Data, Tech & Ops","About This RoleBlackRock is seeking a highly skilled and motivated Analyst to support its growing and dynamic Client Data function! In this role, you will be responsible to drive the accuracy, quality and consistent use of the most impactful, globally relevant data fields, facilitating scale & efficiency across BLK’s global sales and service ecosystem. You will work closely with cross-functional teams—including business stakeholders and technical teams for Client Data to establish standards for the entry and maintenance of client data, implement exception monitoring to identify data inconsistencies and complete high-risk updates where required. At BlackRock, we are dedicated to encouraging an inclusive environment where every team member can thrive and contribute to our world-class success. This is your chance to be part of a firm that is not only ambitious but also committed to delivering flawless and proven investment strategies.Key ResponsibilitiesAs a Data Analyst, you will play a pivotal role in ensuring the accuracy and efficiency of our client data. Your responsibilities will include:Data Governance & Quality: Monitor data health and integrity, and ensure data products meet strict standards for accuracy, completeness, and consistency. Conduct regular assessments to identify deficiencies and opportunities for improvement.Data Management: Maintain, cleanse and update records within the Client Relationship Management systems. This may include researching information across a variety of data sources, working with internal client support groups to create data structures that mimic client asset pools and connecting client information across data sources.Process Improvement and Efficiency: Identify and complete process improvements from initial ideation to implementation. Collaborate with cross-functional teams—product managers, engineers, and business stakeholders—to plan, design, and deliver data products.Quality Assurance: Collaborate with teams to test new CRM features, ensuring tools function accurately and identifying defects for resolution.Collaboration & Communication: Prioritize effectively with various collaborators across BlackRock. Ensure efficient and timely data governance and maintenance in an agile environment.Qualifications & RequirementsWe seek candidates who are ambitious, diligent, and have a proven track record in data management. The ideal candidate will possess the following qualifications:ExperienceMBA or equivalent with 2-4 years of experience required with ; major in Business, Finance, MIS, Computer Science or related fields preferredExperience in data management or data processingFinancial services industry experience is a plus but not requiredSkills And QualificationsProficiency in SQL; Python experience a plusProficiency in data management / reporting tools and technologies such as POWER BIExperience with business applications including Excel and PowerPointExperience working with CRM platforms; Microsoft Dynamics experience a plusOrganized and detail-oriented with strong time management skillsSelf-motivated with a strong focus on service and ability to liaise with many groups across the companyExcellent online research skillsExceptional written and verbal communication skillsOur BenefitsTo help you stay energized, engaged and inspired, we offer a wide range of benefits including a strong retirement plan, tuition reimbursement, comprehensive healthcare, support for working parents and Flexible Time Off (FTO) so you can relax, recharge and be there for the people you care about.Our hybrid work modelBlackRock’s hybrid work model is designed to enable a culture of collaboration and apprenticeship that enriches the experience of our employees, while supporting flexibility for all. Employees are currently required to work at least 4 days in the office per week, with the flexibility to work from home 1 day a week. Some business groups may require more time in the office due to their roles and responsibilities. We remain focused on increasing the impactful moments that arise when we work together in person – aligned with our commitment to performance and innovation. As a new joiner, you can count on this hybrid model to accelerate your learning and onboarding experience here at BlackRock.About BlackRockAt BlackRock, we are all connected by one mission: to help more and more people experience financial well-being. Our clients, and the people they serve, are saving for retirement, paying for their children’s educations, buying homes and starting businesses. Their investments also help to strengthen the global economy: support businesses small and large; finance infrastructure projects that connect and power cities; and facilitate innovations that drive progress.This mission would not be possible without our smartest investment – the one we make in our employees. It’s why we’re dedicated to creating an environment where our colleagues feel welcomed, valued and supported with networks, benefits and development opportunities to help them thrive.For additional information on BlackRock, please visit @blackrock | Twitter: @blackrock | LinkedIn: www.linkedin.com/company/blackrockBlackRock is proud to be an Equal Opportunity Employer. We evaluate qualified applicants without regard to age, disability, family status, gender identity, race, religion, sex, sexual orientation and other protected attributes at law.",Data_Analyst,"['crm', 'twitter', 'updates', 'computer science', 'process improvements', 'researching', 'excel', 'improvement', 'finance', 'sales', 'communication', 'time management', 'agile', 'reporting', 'industry experience', 'research', 'health', 'governance', 'sql', 'design', 'plan', 'healthcare', 'process', 'mis', 'relationship management', 'technical', 'business stakeholders', 'data management', 'python']","['Opportunity Employer', 'Data Governance', 'Computer Science', '4 years of experience required with', 'QualificationsProficiency', 'POWER BIExperience', 'QualificationsProficiency SQL', '2-4 years', 'Client Data', 'Client Relationship Management', 'Business, Finance', 'BLK ’', 'Microsoft Dynamics', '| LinkedIn', 'ResponsibilitiesAs Data Analyst', 'at least 4 days', 'BlackRock.About BlackRockAt BlackRock', 'Excel PowerPointExperience']",7
Data Analyst,https://in.linkedin.com/jobs/view/data-analyst-at-telus-digital-4227268244?position=6&pageNum=2&refId=vCdU%2FJA%2Bgrw4fO8AWYMTig%3D%3D&trackingId=eOwD7xxLW%2FDidiDhG777kw%3D%3D,TELUS Digital,"Noida, Uttar Pradesh, India",Data Analyst,"Requirements Description and Requirements Position Overview: We are seeking a highly skilled Data Analyst with expertise in the Domo tool to join our dynamic team. In this role, you will work closely with stakeholders to understand business needs, analyze data, and provide actionable insights through data-driven reports and visualizations. You will leverage Domo for data integration, dashboard creation, and reporting.Job Location: Noida and Gurgaon both (Onsite 5 days working from office, 2 way canTELUS Values:TELUS recognizes and embraces the importance of values in our ever-changing workplace. To be successful, all applicants must demonstrate behaviors that are reflective of our values: We passionately put our customers and communities first  We embrace change and innovate courageously  We grow together through spirited teamwork At TELUS, we are committed to diversity and equitable access to employment opportunities based on ability.About TELUS International: TELUS International (NYSE: TIXT) focuses on the value of human connection to design, build and deliver high-tech, high-touch customer experiences powered by next-gen digital solutions. With almost 50,000 team members and delivery centers across 25 countries in the Americas, Europe and Asia, TELUS International empowers customer experience innovation through digital enablement, spirited teamwork, agile thinking, and a caring culture that puts customers first. The company's solutions cover customer experience, content moderation, digital transformation, IT lifecycle, advisory and digital consulting, risk management, and back-office support. Fueling any stage of company growth, TELUS International partners with some of the world’s most disruptive brands from fast-growing tech, financial services and fintech, games, travel and hospitality, healthcare, and ICT industries. The company serves clients in over 50 languages. Learn more at: telusdigital.comLanguage ReferenceEnglishEEO StatementAt TELUS Digital, we enable customer experience innovation through spirited teamwork, agile thinking, and a caring culture that puts customers first. TELUS Digital is the global arm of TELUS Corporation, one of the largest telecommunications service providers in Canada. We deliver contact center and business process outsourcing (BPO) solutions to some of the world's largest corporations in the consumer electronics, finance, telecommunications and utilities sectors. With global call center delivery capabilities, our multi-shore, multi-language programs offer safe, secure infrastructure, value-based pricing, skills-based resources and exceptional customer service - all backed by TELUS, our multi-billion dollar telecommunications parent.Equal Opportunity EmployerAt TELUS Digital, we are proud to be an equal opportunity employer and are committed to creating a diverse and inclusive workplace. All aspects of employment, including the decision to hire and promote, are based on applicants’ qualifications, merits, competence and performance without regard to any characteristic related to diversity.",Data_Analyst,"['risk management', 'call center', 'customer service', 'analyze data', 'business process', 'finance', 'agile', 'reports', 'lifecycle', 'electronics', 'consulting', 'content', 'access', 'international', 'travel', 'design', 'hospitality', 'healthcare', 'process', 'outsourcing', 'customer experience', 'analyze']","['Data Analyst', 'Opportunity EmployerAt TELUS Digital', 'Digital', 'Europe Asia', 'Position Overview', 'TELUS Corporation', 'Noida Gurgaon', 'TELUS Digital', 'ReferenceEnglishEEO StatementAt TELUS Digital', 'TELUS International']",7
Data Analyst,https://in.linkedin.com/jobs/view/data-analyst-at-the-goodyear-tire-rubber-company-4287792465?position=7&pageNum=2&refId=vCdU%2FJA%2Bgrw4fO8AWYMTig%3D%3D&trackingId=O4EUZz1yvlBp8euJluSGaQ%3D%3D,The Goodyear Tire & Rubber Company,"Khairatabad, Telangana, India",Data Analyst,"Location: IN - Hyderabad TelanganaGoodyear Talent Acquisition Representative: Arpan HazraSponsorship Available: YesRelocation Assistance Available: YesSee attachedGoodyear is an Equal Employment Opportunity and Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to that individual's race, color, religion or creed, national origin or ancestry, sex (including pregnancy), sexual orientation, gender identity, age, physical or mental disability, ethnicity, citizenship, or any other characteristic protected by law.Goodyear is one of the world’s largest tire companies. It employs about 68,000 people and manufactures its products in 53 facilities in 20 countries around the world. Its two Innovation Centers in Akron, Ohio and Colmar-Berg, Luxembourg strive to develop state-of-the-art products and services that set the technology and performance standard for the industry. For more information about Goodyear and its products, go to www.goodyear.com/corporate",Data_Analyst,"['talent acquisition', 'acquisition']","['TelanganaGoodyear Talent Acquisition Representative', 'Employment Opportunity Affirmative Action Employer', 'YesSee attachedGoodyear', 'Ohio Colmar-Berg', 'Arpan HazraSponsorship Available', 'Assistance Available']",7
Data Analyst,https://in.linkedin.com/jobs/view/data-analyst-at-silverspace-inc-4280206197?position=8&pageNum=2&refId=vCdU%2FJA%2Bgrw4fO8AWYMTig%3D%3D&trackingId=zM7UchSnGDLQpqz%2BaSgP%2Fg%3D%3D,Silverspace Inc,"Ahmedabad, Gujarat, India",Data Analyst,"About the CompanyVizva Consultancy Services is dedicated to empowering candidates through comprehensive training and preparation for technical interviews. Our mission is to bridge the gap between education and employment by equipping individuals with the analytical, technical, and communication skills they need to succeed in the data-driven industry.About the RoleWe are seeking a detail-oriented and analytically strong Data Analyst to train and prepare candidates for competitive technical interviews in analytics and data science. This is an on-site role based in Ahmedabad, Gujarat, with a shift timing of 6:30 PM to 3:30 AM IST to align with global client schedules.Your role will involve helping candidates understand and present their project experience, coaching them through analytical assessments, and conducting live interview simulations to ensure success. You’ll be responsible for guiding candidates in data analysis best practices, documentation, visualization storytelling, and tailored interview preparation. Strong communication, mentoring skills, and data analytics expertise are essential.ResponsibilitiesProject Understanding & PreparationAnalyze and document candidates’ data-related projects thoroughlyConduct discovery calls to assess technical and analytical understandingCreate concise, story-based breakdowns of data workflows and methodologiesPrepare candidates for confident, structured project walkthroughsInterview PreparationConduct analytics-focused Q&A coaching and pre-interview readiness sessionsShare customized interview strategies and data project documentationAssist during mock interviews with real-time analytical guidanceMaintain up-to-date question banks and relevant project insightsTechnical Coaching & Assessment GuidanceExplain statistical concepts, data wrangling techniques, and real-world analytics applicationsPrepare problem-solving exercises with model solutionsTeach data interpretation, visualization best practices, and business storytelling techniquesEmphasize practical, scenario-based analytical reasoningPost-Session Follow-upProvide structured, actionable feedback after each sessionLog session outcomes and track candidate progress in detailFlag skill gaps and ensure all coaching activities are documented properlyOperational RequirementsMaintain quick response times and session readinessManage calendar scheduling and session invitesUse collaboration tools like Zoom, Teams, Google Docs, and data visualization platforms effectivelyFollow clear documentation and preparation protocolsQualificationsHands-on experience in data analytics and visualization (Excel, SQL, Python, Power BI/Tableau, etc.)Good understanding of statistics, data modeling, and business analyticsStrong verbal communication and mentoring abilitiesCapable of simplifying complex data insights into clear business-ready narrativesDetail-oriented, organized, and proactive in follow-upsPrior experience in interview coaching is a plus (not mandatory)Required SkillsData analytics and visualization expertiseTechnical coaching experienceStrong communication skillsPreferred SkillsExperience in interview coachingFamiliarity with multiple analytics tools and programming languagesPay Range and Compensation PackageSalary Range: ₹25,000 – ₹30,000/month CTCLocation: On-site – Ahmedabad, GujaratShift: 6:30 PM – 3:30 AM IST",Data_Analyst,"['statistics', 'coaching', 'analytical', 'excel', 'data analytics', 'communication', 'analytics', 'scheduling', 'analysis', 'programming', 'training', 'documentation', 'workflows', 'sql', 'mock', 'modeling', 'technical', 'data analysis', 'real-time', 'python']","['Range Compensation PackageSalary Range', 'Data Analyst', 'Coaching & Assessment GuidanceExplain', 'Power BI/Tableau', 'CompanyVizva Consultancy', 'Google Docs', 'Assessment GuidanceExplain']",7
Phi-3 open models,https://in.linkedin.com/jobs/view/phi-3-open-models-at-infosys-4273263620?position=9&pageNum=2&refId=vCdU%2FJA%2Bgrw4fO8AWYMTig%3D%3D&trackingId=KKprOUVDtYgjeSsH6uAcog%3D%3D,Infosys,"Bengaluru East, Karnataka, India",Phi-3 open models,"We are looking for smart, self-driven, high energy people with top notch communication skills, intellectual curiosity and passion for technology in Machine Learning Space. Our analysts have a blend of in-depth domain expertise in one or more areas (Financial Services), strong business acumen and excellent soft skills & Exposure to Technology.",Data_Analyst,"['communication', 'machine learning']","['Machine Learning Space', 'Exposure Technology', 'Financial Services']",3
Data Analyst,https://in.linkedin.com/jobs/view/data-analyst-at-principal-global-services-4292699394?position=10&pageNum=2&refId=vCdU%2FJA%2Bgrw4fO8AWYMTig%3D%3D&trackingId=Las0BFgr%2BEdXx1j5D1zsKQ%3D%3D,Principal Global Services,"Pune, Maharashtra, India",Data Analyst,"ResponsibilitiesPerforming general analytics, statistical modeling on data sets in various areas of the business. Activities include data aggregation and insight development, analysis of data and presentation. Examines and identifies data patterns and trends to help answer business questions and improve decision making.QualificationsSKills: Beginner Data Preparation: Utilizes best practices in data preparation, UX and data analytics to provide our business partners with highly informative and actionable insights. Partner with data engineers to define & build data pipelines. Beginner Modeling Skills: Performs statistical modeling on existing data sets. Develop analytic models that support business initiatives. Effectively utilize sophisticated tools/technologies to mine data sources providing relevant information in a consumable manner. Familiar with common statistical methods and applications (A/B testing, probability, regression) Examines and identifies data patterns and trends to help answer business questions, provide insights, and improve data-driven decision making Beginner Decision Making and Critical Thinking: Consulting with our business partners to use the data available to investigate issues facing the business, without always having a well-defined hypothesis. Understanding of the issues related to the decision-making process; ability to analyze situations fully and accurately, and reach productive decisions. Beginner Visualization Skills: Able to effectively articulate insights to help stakeholders answer the most critical questions. Create compelling written, numeric and visual summaries.",Data_Analyst,"['testing', 'consulting', 'ux', 'analysis', 'presentation', 'data analytics', 'process', 'hypothesis', 'visual', 'modeling', 'analytics', 'analyze', 'investigate']","['Beginner Decision Making Critical', 'Beginner Data', 'Beginner Visualization Skills']",7
Data Analyst,https://in.linkedin.com/jobs/view/data-analyst-at-pubmatic-4283162685?position=1&pageNum=3&refId=SWLW3obBta9yzdGT4nPV%2Fw%3D%3D&trackingId=7bq5dDl0CE7E0LtreT8Uhw%3D%3D,PubMatic,"Pune, Maharashtra, India",Data Analyst,"About The RolePubMatic is looking for a sharp analytical individual to work as a Data Analyst in the Finance Reporting & Insights function. People with a penchant for extracting the truth out of numbers and summarizing it for the finance and operations teams would be the best fit for the role.What You'll DoThe Data Analyst will be responsible for collecting and analyzing tremendous data sets using tools such as Microsoft Excel, Access, SQL and Hive databases and presenting them in easy-to-understand formats, creating dashboards and visualizations in BI tools.The Data Analyst will be expected to retrieve data from publishers, ad networks & aggregators UI and develop spreadsheets and Excel macros to filter, analyze, generate reports, and draw conclusions from that data. It will be important to focus on the primary metrics while understanding the business requirements of the different teams within the business. Apart from reporting tasks, the Data Analyst will work closely with other functions in the Pune Billing Team to assist with the preparation of monthly publisher statements, tools that will improve productivity, and the revenue yield generated for our publishers. We'd Love for You to HaveTotal work experience of 2+ years in a fast-paced, change-oriented environment.Worked in shifts, interacting with US or UK clientele/vendors.Exposure to business analysis, tracking metrics, and building revenue monitoring tools.Should be involved in MIS functions requiring independent analysis of data.Exposure to financial modeling and operations analysis is a plus.Basic knowledge of running MapReduce jobs in Hive databases.Basic programming knowledge.Logical reasoning ability, problem-solving, and analytical mindset.Pro-active, quick learning, detail-oriented.Excellent written and spoken English with the ability to handle communication across levels.Experience with MS Office products includes a strong grasp of Excel (Charting, Formulae, Pivots).Advanced Excel/Access: VB Macros in Excel and MS Access.VBA programming exposure is a plus.Experience with MS-SQL / MySQL.Hands-on experience with a BT tool, Looker preferred.Hands-on experience with Hive Database / Data Analytics tools.Added advantage if hands-on experience in HTML / PHP / JavaScript / Python.QualificationGraduation in Math, Statistics, Science, or Engineering with a good academic record. Master's is a plus.Additional InformationReturn to Office: PubMatic employees throughout the global have returned to our offices via a hybrid work schedule (3 days “in office” and 2 days “working remotely”) that is intended to maximize collaboration, innovation, and productivity among teams and across functions.Benefits: Our benefits package includes the best of what leading organizations provide, such as paternity/maternity leave, healthcare insurance, broadband reimbursement. As well, when we’re back in the office, we all benefit from a kitchen loaded with healthy snacks and drinks and catered lunches and much more!Diversity and Inclusion: PubMatic is proud to be an equal opportunity employer; we don’t just value diversity, we promote and celebrate it. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.About PubMaticPubMatic is one of the world’s leading scaled digital advertising platforms, offering more transparent advertising solutions to publishers, media buyers, commerce companies and data owners, allowing them to harness the power and potential of the open internet to drive better business outcomes.Founded in 2006 with the vision that data-driven decisioning would be the future of digital advertising, we enable content creators to run a more profitable advertising business, which in turn allows them to invest back into the multi-screen and multi-format content that consumers demand.",Data_Analyst,"['statistics', 'operations', 'billing', 'english', 'analytical', 'javascript', 'excel', 'data analytics', 'finance', 'hive', 'communication', 'engineering', 'schedule', 'analytics', 'reports', 'html', 'microsoft excel', 'math', 'reporting', 'ui', 'spreadsheets', 'content', 'analysis', 'programming', 'php', 'business analysis', 'access', 'database', 'advertising', 'sql', 'metrics', 'healthcare', 'mis', 'modeling', 'analyze']","['2+ years', 'MapReduce', 'MS-SQL / MySQL.Hands-on', 'Diversity Inclusion', 'DoThe Data Analyst', 'Microsoft Excel', 'monthly', 'MS Office', 'InformationReturn Office', 'the Finance Reporting & Insights', 'Data Analyst Finance Reporting', 'US UK', 'Charting, Formulae', 'HTML / PHP / JavaScript / Python', 'HTML / PHP / JavaScript / Python.QualificationGraduation Math', 'Pune Billing Team', 'Data', 'DoThe Data', 'Looker', 'MS-SQL', 'SQL Hive', 'Data Analyst', 'VB Macros Excel MS Access.VBA', 'Hive Database / Data Analytics', 'the Pune Billing Team', 'Microsoft Excel,']",3
Large Language Model (LLM),https://in.linkedin.com/jobs/view/large-language-model-llm-at-infosys-4291935321?position=2&pageNum=3&refId=SWLW3obBta9yzdGT4nPV%2Fw%3D%3D&trackingId=UKPEZUExCAjk2ARSXU434Q%3D%3D,Infosys,"Bengaluru East, Karnataka, India",Large Language Model (LLM),"We are looking for smart, self-driven, high energy people with top notch communication skills, intellectual curiosity and passion for technology in Machine Learning Space. Our analysts have a blend of in-depth domain expertise in one or more areas (Financial Services), strong business acumen and excellent soft skills & Exposure to Technology.",Data_Analyst,"['communication', 'machine learning']","['Machine Learning Space', 'Exposure Technology', 'Financial Services']",3
Data Analyst,https://in.linkedin.com/jobs/view/data-analyst-at-orbcomm-4275210900?position=3&pageNum=3&refId=SWLW3obBta9yzdGT4nPV%2Fw%3D%3D&trackingId=QBjAClUfu5zNIwYupd%2FhzQ%3D%3D,ORBCOMM,"Hyderabad, Telangana, India",Data Analyst,"Join Us as a  Data Analyst! At ORBCOMM, we’re seeking a detail-oriented and analytical Data Analyst who thrives in a fast-paced, collaborative setting. You’ll play a key role in supporting our billing and financial systems by maintaining pricing accuracy, analyzing data quality, and identifying opportunities for process improvement.Why You’ll Love Working HereAs part of the billing and finance team, you'll ensure accurate and efficient management of customer pricing and subscription data. This role combines independent data work with cross-functional collaboration and is ideal for someone adaptable, tech-savvy, and focused on continuous improvement.With a flexible hybrid working schedule, you can enjoy the best of both worlds—engaging in-person collaboration at our Hyderabad, India office, while also enjoying the autonomy and comfort of remote work.What You’ll DoCreate and maintain customer subscriptions in the ORBCOMM Charging System in alignment with contract terms.Update and manage customer pricing and rating data in both automated and manual billing systems.Collaborate with the billing team to translate new requirements into system enhancements.Troubleshoot issues, resolve system-related problems, and improve data quality across systems.Source and populate missing or incomplete data in financial and billing platforms.Document standard procedures, common challenges, and proposed solutions.Identify opportunities for efficiency improvements in current processes and workflows.Support end users with limited technical expertise to ensure optimal system usage.Generate billing-related reports and respond to ad-hoc reporting requests.Who You AreYou’re a strategic thinker with a knack for operational excellence, ready to tackle multiple priorities with agility and grace. If you have:A Bachelor’s degree in Computer Science, Data Analysis, Accounting, Finance, or a related field.Strong proficiency in Microsoft Excel, with working knowledge of PowerPoint, Word, and Outlook.Experience with MS Access; familiarity with Alteryx is a plus.A solid understanding of Microsoft Windows; experience with Unix-like operating systems is desirable.Strong interpersonal and communication skills—both written and verbal.Familiarity with programming or scripting languages such as Perl, Shell scripting, C++, Java/JavaScript, PHP, Ruby, or web services is beneficial.Experience with relational databases like MS SQL Server or PostgreSQL is an asset.Previous experience working with large accounting systems, ERP, or CRM platforms (such as Salesforce) is strongly preferred.Then we want to meet you!About UsAt ORBCOMM, we’re pioneers in IoT technology, that drives innovation and empowers our clients to make data-driven decisions. Our industry-leading solutions enable customers to boost productivity, streamline operations and increase their bottom line. With over 30 years of experience and the most comprehensive solution portfolio in the industry, we enable the management of millions of assets worldwide across diverse sectors including transportation, heavy industries, satellite, and maritime. Discover how ORBCOMM is transforming industries and unlocking the potential of data to drive meaningful change by visiting us at www.orbcomm.com !Ready to Join Us?We believe that our people are our greatest asset. Your skills and passion can help us achieve remarkable things! If you’re seeking a thrilling career opportunity in a vibrant, growth-oriented environment, ORBCOMM is the perfect fit for you.We are committed to building a diverse and inclusive workplace and appreciate all applicants for their interest in joining our team. Only candidates selected for an interview will be contacted.At ORBCOMM, we are also dedicated to ensuring accessibility and are pleased to offer accommodation for individuals with disabilities upon request throughout all aspects of the selection process.",Data_Analyst,"['accounting', 'ruby', 'billing', 'crm', 'erp', 'operations', 'computer science', 'analyzing data', 'analytical', 'perl', 'excel', 'operating systems', 'finance', 'schedule', 'communication', 'salesforce', 'reports', 'microsoft excel', 'postgresql', 'reporting', 'powerpoint', 'word', 'windows', 'analysis', 'programming', 'php', 'data analysis', 'access', 'shell', 'c++', 'transportation', 'operational excellence', 'sql server', 'sql', 'web services', 'data quality', 'process', 'technical', 'system', 'scripting']","['MS SQL Server PostgreSQL', 'PowerPoint', 'Shell', 'UsAt ORBCOMM', 'Data Analysis', 'MS Access', 'Java/JavaScript', 'Discover ORBCOMM', 'Join Us Data Analyst', 'Microsoft Excel', 'ORBCOMM', '30 years of experience and the most comprehensive solution portfolio in the industry', 'Outlook.Experience MS Access', 'Salesforce', 'Perl', 'Data', 'Join Us', 'Microsoft Windows', 'Data Analyst', 'ORBCOMM Charging System', 'Computer Science', 'AreYou ’', 'Bachelor ’', '’ Love Working HereAs', '30 years']",7
Data Analyst,https://in.linkedin.com/jobs/view/data-analyst-at-wtw-4295316333?position=4&pageNum=3&refId=SWLW3obBta9yzdGT4nPV%2Fw%3D%3D&trackingId=7nQXHOaevlg3lwgWhoIiAA%3D%3D,WTW,"Gurugram, Haryana, India",Data Analyst,"The ideal candidate will use their passion for big data and analytics to provide insights to the business covering a range of topics. They will be responsible for conducting both recurring and ad hoc analysis for business users.  ResponsibilitiesWorking on primary research (survey) projects by assisting in data analysis and presentation of insights visuallyConducting secondary research on varied topics including employee benefits, talent, asset management of insurance companiesData collection and validation on various financial projects requiring maintenance of databases.Working on projects which includes data modelling of fixed income securities data to produce assumptions guidance for clients’ use.QualificationsA graduate degree in Economics or a related field from a reputable institution.Hands on experience in presenting data via MS Powerpoint, MS Excel and MS Word. Prior 1-2 years’ experience in economic research, either through academic projects or professional roles.Strong analytical skills and proficiency in statistical and econometric methods; proficiency in data analysis software such as Stata will be preferred.Ability to deliver research and draw conclusions from data and communicate these effectively while grasping the bigger picture. Ability to read and digest technical published research, drawing out the main findings and synthesising them with our key deliverables.Excellent written and verbal communication skills",Data_Analyst,"['excel', 'powerpoint', 'word', 'analysis', 'presentation', 'ms excel', 'big data', 'asset management', 'research', 'communication', 'analytical skills', 'analytics', 'technical', 'data analysis', 'analytical', 'economics']","['MS Excel MS Word', 'MS Powerpoint', 'MS Powerpoint, MS Excel']",3
